2026-03-14 22:15:52,018 | INFO | tennislegacy | {"event": "request_complete", "request_id": "89a1be9e", "method": "GET", "path": "/api/partida/ativa", "query": "", "status_code": 200, "duration_ms": 6.36, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:15:52,374 | INFO | tennislegacy | {"event": "partida_iniciada", "save": "alexandre_paiva", "jogador": "Alexandre Paiva", "adversario": "Yan Bai", "modo": "estrategista", "partida_id": "fb78a2af10e44d4681859e12145fef99"}
2026-03-14 22:15:52,382 | ERROR | tennislegacy | {"event": "unhandled_exception", "request_id": "133934ce", "method": "POST", "path": "/api/partida/iniciar", "query": "", "duration_ms": 62.89, "save_ativo": "alexandre_paiva", "reason": "unhandled errors in a TaskGroup (1 sub-exception)", "error_type": "AttributeError", "error": "'MatchRuntime' object has no attribute 'last_point_snapshot'", "root_cause_type": "ExceptionGroup", "root_cause": "unhandled errors in a TaskGroup (1 sub-exception)", "cause_chain": [{"type": "AttributeError", "message": "'MatchRuntime' object has no attribute 'last_point_snapshot'"}, {"type": "ExceptionGroup", "message": "unhandled errors in a TaskGroup (1 sub-exception)"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/errors.py\", line 164, in __call__\n    await self.app(scope, receive, _send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/base.py\", line 191, in __call__\n    with recv_stream, send_stream, collapse_excgroups():\n                                   ~~~~~~~~~~~~~~~~~~^^\n  File \"/home/linuxbrew/.linuxbrew/opt/python@3.14/lib/python3.14/contextlib.py\", line 162, in __exit__\n    self.gen.throw(value)\n    ~~~~~~~~~~~~~~^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/_utils.py\", line 87, in collapse_excgroups\n    raise exc\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/base.py\", line 193, in __call__\n    response = await self.dispatch_func(request, call_next)\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/main.py\", line 94, in log_requests\n    response = await call_next(request)\n               ^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/base.py\", line 168, in call_next\n    raise app_exc from app_exc.__cause__ or app_exc.__context__\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/base.py\", line 144, in coro\n    await self.app(scope, receive_or_disconnect, send_no_error)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/cors.py\", line 95, in __call__\n    await self.simple_response(scope, receive, send, request_headers=headers)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/cors.py\", line 153, in simple_response\n    await self.app(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/exceptions.py\", line 63, in __call__\n    await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/_exception_handler.py\", line 53, in wrapped_app\n    raise exc\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/_exception_handler.py\", line 42, in wrapped_app\n    await app(scope, receive, sender)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/fastapi/middleware/asyncexitstack.py\", line 18, in __call__\n    await self.app(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/routing.py\", line 716, in __call__\n    await self.middleware_stack(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/routing.py\", line 736, in app\n    await route.handle(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/routing.py\", line 290, in handle\n    await self.app(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/fastapi/routing.py\", line 130, in app\n    await wrap_app_handling_exceptions(app, request)(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/_exception_handler.py\", line 53, in wrapped_app\n    raise exc\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/_exception_handler.py\", line 42, in wrapped_app\n    await app(scope, receive, sender)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/fastapi/routing.py\", line 116, in app\n    response = await f(request)\n               ^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/fastapi/routing.py\", line 670, in app\n    raw_response = await run_endpoint_function(\n                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ...<3 lines>...\n    )\n    ^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/fastapi/routing.py\", line 326, in run_endpoint_function\n    return await run_in_threadpool(dependant.call, **values)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/concurrency.py\", line 32, in run_in_threadpool\n    return await anyio.to_thread.run_sync(func)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/anyio/to_thread.py\", line 63, in run_sync\n    return await get_async_backend().run_sync_in_worker_thread(\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n        func, args, abandon_on_cancel=abandon_on_cancel, limiter=limiter\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/anyio/_backends/_asyncio.py\", line 2502, in run_sync_in_worker_thread\n    return await future\n           ^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/anyio/_backends/_asyncio.py\", line 986, in run\n    result = context.run(func, *args)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 58, in iniciar\n    return start_match(body.modo, session.nome_save_ativo, session.jogador)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/services/match_service.py\", line 320, in start_match\n    \"placar\": runtime.serializar(event_type=\"setup\", descricao=\"\"),\n              ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 891, in serializar\n    \"last_point_stats\": self.last_point_snapshot,\n                        ^^^^^^^^^^^^^^^^^^^^^^^^\nAttributeError: 'MatchRuntime' object has no attribute 'last_point_snapshot'"}
2026-03-14 22:15:52,411 | INFO | tennislegacy | {"event": "request_complete", "request_id": "3188fad1", "method": "GET", "path": "/api/partida/ativa", "query": "", "status_code": 200, "duration_ms": 4.47, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:15:52,520 | INFO | tennislegacy | {"event": "partida_iniciada", "save": "alexandre_paiva", "jogador": "Alexandre Paiva", "adversario": "Yan Bai", "modo": "estrategista", "partida_id": "5fa87b3c858249b58b7a632db2c5748f"}
2026-03-14 22:15:52,530 | ERROR | tennislegacy | {"event": "unhandled_exception", "request_id": "342d62a5", "method": "POST", "path": "/api/partida/iniciar", "query": "", "duration_ms": 50.19, "save_ativo": "alexandre_paiva", "reason": "unhandled errors in a TaskGroup (1 sub-exception)", "error_type": "AttributeError", "error": "'MatchRuntime' object has no attribute 'last_point_snapshot'", "root_cause_type": "ExceptionGroup", "root_cause": "unhandled errors in a TaskGroup (1 sub-exception)", "cause_chain": [{"type": "AttributeError", "message": "'MatchRuntime' object has no attribute 'last_point_snapshot'"}, {"type": "ExceptionGroup", "message": "unhandled errors in a TaskGroup (1 sub-exception)"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/errors.py\", line 164, in __call__\n    await self.app(scope, receive, _send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/base.py\", line 191, in __call__\n    with recv_stream, send_stream, collapse_excgroups():\n                                   ~~~~~~~~~~~~~~~~~~^^\n  File \"/home/linuxbrew/.linuxbrew/opt/python@3.14/lib/python3.14/contextlib.py\", line 162, in __exit__\n    self.gen.throw(value)\n    ~~~~~~~~~~~~~~^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/_utils.py\", line 87, in collapse_excgroups\n    raise exc\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/base.py\", line 193, in __call__\n    response = await self.dispatch_func(request, call_next)\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/main.py\", line 94, in log_requests\n    response = await call_next(request)\n               ^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/base.py\", line 168, in call_next\n    raise app_exc from app_exc.__cause__ or app_exc.__context__\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/base.py\", line 144, in coro\n    await self.app(scope, receive_or_disconnect, send_no_error)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/cors.py\", line 95, in __call__\n    await self.simple_response(scope, receive, send, request_headers=headers)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/cors.py\", line 153, in simple_response\n    await self.app(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/middleware/exceptions.py\", line 63, in __call__\n    await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/_exception_handler.py\", line 53, in wrapped_app\n    raise exc\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/_exception_handler.py\", line 42, in wrapped_app\n    await app(scope, receive, sender)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/fastapi/middleware/asyncexitstack.py\", line 18, in __call__\n    await self.app(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/routing.py\", line 716, in __call__\n    await self.middleware_stack(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/routing.py\", line 736, in app\n    await route.handle(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/routing.py\", line 290, in handle\n    await self.app(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/fastapi/routing.py\", line 130, in app\n    await wrap_app_handling_exceptions(app, request)(scope, receive, send)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/_exception_handler.py\", line 53, in wrapped_app\n    raise exc\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/_exception_handler.py\", line 42, in wrapped_app\n    await app(scope, receive, sender)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/fastapi/routing.py\", line 116, in app\n    response = await f(request)\n               ^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/fastapi/routing.py\", line 670, in app\n    raw_response = await run_endpoint_function(\n                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ...<3 lines>...\n    )\n    ^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/fastapi/routing.py\", line 326, in run_endpoint_function\n    return await run_in_threadpool(dependant.call, **values)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/starlette/concurrency.py\", line 32, in run_in_threadpool\n    return await anyio.to_thread.run_sync(func)\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/anyio/to_thread.py\", line 63, in run_sync\n    return await get_async_backend().run_sync_in_worker_thread(\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n        func, args, abandon_on_cancel=abandon_on_cancel, limiter=limiter\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/anyio/_backends/_asyncio.py\", line 2502, in run_sync_in_worker_thread\n    return await future\n           ^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/.venv/lib/python3.14/site-packages/anyio/_backends/_asyncio.py\", line 986, in run\n    result = context.run(func, *args)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 58, in iniciar\n    return start_match(body.modo, session.nome_save_ativo, session.jogador)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/src/services/match_service.py\", line 320, in start_match\n    \"placar\": runtime.serializar(event_type=\"setup\", descricao=\"\"),\n              ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 891, in serializar\n    \"last_point_stats\": self.last_point_snapshot,\n                        ^^^^^^^^^^^^^^^^^^^^^^^^\nAttributeError: 'MatchRuntime' object has no attribute 'last_point_snapshot'"}
2026-03-14 22:15:52,576 | INFO | tennislegacy | {"event": "request_complete", "request_id": "8c765971", "method": "GET", "path": "/api/partida/ativa", "query": "", "status_code": 200, "duration_ms": 17.42, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:16:45,804 | INFO | tennislegacy | {"event": "api_shutting_down"}
2026-03-14 22:16:47,524 | INFO | tennislegacy | {"event": "api_starting"}
2026-03-14 22:18:25,769 | INFO | tennislegacy | {"event": "request_complete", "request_id": "0d52a42e", "method": "POST", "path": "/api/partida/iniciar", "query": "", "status_code": 200, "duration_ms": 52.08, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:18:26,031 | INFO | tennislegacy | {"event": "request_complete", "request_id": "90547c8b", "method": "GET", "path": "/api/partida/ativa", "query": "", "status_code": 200, "duration_ms": 175.69, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:18:26,075 | INFO | tennislegacy | {"event": "request_complete", "request_id": "432cff29", "method": "GET", "path": "/api/torneio/estado", "query": "", "status_code": 200, "duration_ms": 216.71, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:18:26,087 | INFO | tennislegacy | {"event": "request_complete", "request_id": "dfd1f6af", "method": "GET", "path": "/api/partida/preview", "query": "", "status_code": 200, "duration_ms": 225.6, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:18:26,234 | INFO | tennislegacy | {"event": "request_complete", "request_id": "9bd07daf", "method": "GET", "path": "/api/jogador", "query": "", "status_code": 200, "duration_ms": 386.34, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:18:29,964 | INFO | tennislegacy | {"event": "request_complete", "request_id": "ddb13afc", "method": "GET", "path": "/api/torneio/estado", "query": "", "status_code": 200, "duration_ms": 52.88, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:18:30,672 | INFO | tennislegacy | {"event": "request_complete", "request_id": "ab300bf1", "method": "GET", "path": "/api/jogador", "query": "", "status_code": 200, "duration_ms": 10.15, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:18:30,674 | INFO | tennislegacy | {"event": "request_complete", "request_id": "3d8889eb", "method": "GET", "path": "/api/email/unread-count", "query": "", "status_code": 200, "duration_ms": 9.1, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:18:32,822 | INFO | tennislegacy | {"event": "request_complete", "request_id": "fa4b00b6", "method": "GET", "path": "/api/save/arquetipos", "query": "", "status_code": 200, "duration_ms": 5.54, "save_ativo": null, "outcome": "success"}
2026-03-14 22:18:32,826 | INFO | tennislegacy | {"event": "request_complete", "request_id": "daadb2ca", "method": "GET", "path": "/api/save/nacionalidades", "query": "", "status_code": 200, "duration_ms": 7.78, "save_ativo": null, "outcome": "success"}
2026-03-14 22:18:34,018 | INFO | tennislegacy | {"event": "request_complete", "request_id": "17ebcd05", "method": "GET", "path": "/api/saves", "query": "", "status_code": 200, "duration_ms": 1.38, "save_ativo": null, "outcome": "success"}
2026-03-14 22:18:34,089 | INFO | tennislegacy | {"event": "request_complete", "request_id": "7d718402", "method": "GET", "path": "/api/save/alexandre_paiva/preview", "query": "", "status_code": 200, "duration_ms": 57.39, "save_ativo": null, "outcome": "success"}
2026-03-14 22:18:36,148 | INFO | tennislegacy | {"event": "save_deletado", "save": "alexandre_paiva"}
2026-03-14 22:18:36,149 | INFO | tennislegacy | {"event": "request_complete", "request_id": "eddd20e1", "method": "DELETE", "path": "/api/save/alexandre_paiva", "query": "", "status_code": 200, "duration_ms": 21.42, "save_ativo": null, "outcome": "success"}
2026-03-14 22:18:36,169 | INFO | tennislegacy | {"event": "request_complete", "request_id": "d8a403a0", "method": "GET", "path": "/api/saves", "query": "", "status_code": 200, "duration_ms": 2.0, "save_ativo": null, "outcome": "success"}
2026-03-14 22:18:36,964 | INFO | tennislegacy | {"event": "request_complete", "request_id": "c189d2c6", "method": "GET", "path": "/api/save/arquetipos", "query": "", "status_code": 200, "duration_ms": 1.93, "save_ativo": null, "outcome": "success"}
2026-03-14 22:18:36,971 | INFO | tennislegacy | {"event": "request_complete", "request_id": "cf1e7628", "method": "GET", "path": "/api/save/nacionalidades", "query": "", "status_code": 200, "duration_ms": 3.71, "save_ativo": null, "outcome": "success"}
2026-03-14 22:18:37,842 | INFO | tennislegacy | {"event": "request_complete", "request_id": "bbff4777", "method": "POST", "path": "/api/save/criar-alexandre", "query": "", "status_code": 200, "duration_ms": 164.08, "save_ativo": null, "outcome": "success"}
2026-03-14 22:18:38,005 | INFO | tennislegacy | {"event": "save_carregado", "save": "alexandre_paiva", "jogador": "Alexandre Paiva"}
2026-03-14 22:18:38,009 | INFO | tennislegacy | {"event": "request_complete", "request_id": "525482d1", "method": "POST", "path": "/api/save/carregar", "query": "", "status_code": 200, "duration_ms": 154.68, "save_ativo": null, "outcome": "success"}
2026-03-14 22:18:38,107 | INFO | tennislegacy | {"event": "request_complete", "request_id": "9f1830b9", "method": "GET", "path": "/api/email/unread-count", "query": "", "status_code": 200, "duration_ms": 6.68, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:18:38,264 | INFO | tennislegacy | {"event": "request_complete", "request_id": "5033fcaf", "method": "GET", "path": "/api/jogador", "query": "", "status_code": 200, "duration_ms": 165.19, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:20:45,750 | INFO | tennislegacy | {"event": "request_complete", "request_id": "c0d9601e", "method": "GET", "path": "/api/save/arquetipos", "query": "", "status_code": 200, "duration_ms": 3.47, "save_ativo": null, "outcome": "success"}
2026-03-14 22:20:45,753 | INFO | tennislegacy | {"event": "request_complete", "request_id": "2dfe494f", "method": "GET", "path": "/api/save/nacionalidades", "query": "", "status_code": 200, "duration_ms": 6.15, "save_ativo": null, "outcome": "success"}
2026-03-14 22:21:37,502 | INFO | tennislegacy | {"event": "request_complete", "request_id": "ba6d3219", "method": "GET", "path": "/api/saves", "query": "", "status_code": 200, "duration_ms": 2.57, "save_ativo": null, "outcome": "success"}
2026-03-14 22:21:37,571 | INFO | tennislegacy | {"event": "request_complete", "request_id": "82661e5d", "method": "GET", "path": "/api/save/alexandre_paiva/preview", "query": "", "status_code": 200, "duration_ms": 48.56, "save_ativo": null, "outcome": "success"}
2026-03-14 22:21:39,584 | INFO | tennislegacy | {"event": "save_deletado", "save": "alexandre_paiva"}
2026-03-14 22:21:39,585 | INFO | tennislegacy | {"event": "request_complete", "request_id": "1eab8ea3", "method": "DELETE", "path": "/api/save/alexandre_paiva", "query": "", "status_code": 200, "duration_ms": 6.77, "save_ativo": null, "outcome": "success"}
2026-03-14 22:21:39,603 | INFO | tennislegacy | {"event": "request_complete", "request_id": "0e152fe4", "method": "GET", "path": "/api/saves", "query": "", "status_code": 200, "duration_ms": 1.51, "save_ativo": null, "outcome": "success"}
2026-03-14 22:21:40,385 | INFO | tennislegacy | {"event": "request_complete", "request_id": "d2e4d465", "method": "GET", "path": "/api/save/arquetipos", "query": "", "status_code": 200, "duration_ms": 2.22, "save_ativo": null, "outcome": "success"}
2026-03-14 22:21:40,399 | INFO | tennislegacy | {"event": "request_complete", "request_id": "7292a292", "method": "GET", "path": "/api/save/nacionalidades", "query": "", "status_code": 200, "duration_ms": 4.16, "save_ativo": null, "outcome": "success"}
2026-03-14 22:21:41,437 | INFO | tennislegacy | {"event": "request_complete", "request_id": "1ba139d1", "method": "POST", "path": "/api/save/criar-alexandre", "query": "", "status_code": 200, "duration_ms": 186.89, "save_ativo": null, "outcome": "success"}
2026-03-14 22:21:41,587 | INFO | tennislegacy | {"event": "save_carregado", "save": "alexandre_paiva", "jogador": "Alexandre Paiva"}
2026-03-14 22:21:41,591 | INFO | tennislegacy | {"event": "request_complete", "request_id": "b7dd100e", "method": "POST", "path": "/api/save/carregar", "query": "", "status_code": 200, "duration_ms": 140.62, "save_ativo": null, "outcome": "success"}
2026-03-14 22:21:41,692 | INFO | tennislegacy | {"event": "request_complete", "request_id": "37b09007", "method": "GET", "path": "/api/email/unread-count", "query": "", "status_code": 200, "duration_ms": 5.7, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:41,944 | INFO | tennislegacy | {"event": "request_complete", "request_id": "fda1e19c", "method": "GET", "path": "/api/jogador", "query": "", "status_code": 200, "duration_ms": 259.86, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:42,948 | INFO | tennislegacy | {"event": "request_complete", "request_id": "81d45060", "method": "GET", "path": "/api/torneio/checar-convocacao", "query": "", "status_code": 200, "duration_ms": 17.09, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:42,950 | INFO | tennislegacy | {"event": "request_complete", "request_id": "ebd43652", "method": "GET", "path": "/api/calendario/atual", "query": "", "status_code": 200, "duration_ms": 30.18, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:42,951 | INFO | tennislegacy | {"event": "request_complete", "request_id": "0c1c8eaa", "method": "GET", "path": "/api/calendario/semana/1", "query": "", "status_code": 200, "duration_ms": 16.26, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:42,986 | INFO | tennislegacy | {"event": "request_complete", "request_id": "bdcba617", "method": "GET", "path": "/api/torneio/checar-convocacao", "query": "", "status_code": 200, "duration_ms": 4.92, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:43,979 | INFO | tennislegacy | {"event": "request_complete", "request_id": "77a7c8b4", "method": "GET", "path": "/api/torneio/historico", "query": "nome=Hong%20Kong%20Open", "status_code": 200, "duration_ms": 6.3, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:45,906 | INFO | tennislegacy | {"event": "torneio_criado", "save": "alexandre_paiva", "jogador": "Alexandre Paiva", "torneio": "Hong Kong Open", "modalidade": "simples"}
2026-03-14 22:21:45,910 | INFO | tennislegacy | {"event": "request_complete", "request_id": "782067b1", "method": "POST", "path": "/api/torneio/criar", "query": "", "status_code": 200, "duration_ms": 178.43, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:46,048 | INFO | tennislegacy | {"event": "request_complete", "request_id": "17519401", "method": "GET", "path": "/api/torneio/estado", "query": "", "status_code": 200, "duration_ms": 98.2, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:47,343 | INFO | tennislegacy | {"event": "partida_iniciada", "save": "alexandre_paiva", "jogador": "Alexandre Paiva", "adversario": "Yan Bai", "modo": "estrategista", "partida_id": "bf56392264db49d2809cc877dcdc547f"}
2026-03-14 22:21:47,346 | INFO | tennislegacy | {"event": "request_complete", "request_id": "f3bbe925", "method": "POST", "path": "/api/partida/iniciar", "query": "", "status_code": 200, "duration_ms": 71.08, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:47,453 | INFO | tennislegacy | {"event": "request_complete", "request_id": "d112e627", "method": "GET", "path": "/api/jogador", "query": "", "status_code": 200, "duration_ms": 10.62, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:47,521 | INFO | tennislegacy | {"event": "request_complete", "request_id": "d2db8308", "method": "GET", "path": "/api/partida/ativa", "query": "", "status_code": 200, "duration_ms": 72.79, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:47,591 | INFO | tennislegacy | {"event": "request_complete", "request_id": "3d3a37e4", "method": "GET", "path": "/api/partida/preview", "query": "", "status_code": 200, "duration_ms": 138.55, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:47,618 | INFO | tennislegacy | {"event": "request_complete", "request_id": "bc89da63", "method": "GET", "path": "/api/torneio/estado", "query": "", "status_code": 200, "duration_ms": 169.78, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:49,466 | INFO | tennislegacy | {"event": "request_complete", "request_id": "643f692a", "method": "POST", "path": "/api/save/salvar", "query": "", "status_code": 200, "duration_ms": 126.34, "save_ativo": "alexandre_paiva", "outcome": "success"}
2026-03-14 22:21:52,929 | INFO | tennislegacy | {"event": "request_complete", "request_id": "06ecba0a", "method": "GET", "path": "/api/torneio/estado", "query": "", "status_code": 200, "duration_ms": 65.05, "save_ativo": "alexandre_paiva", "outcome": "success"}
