2026-03-14 22:04:02,476 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:02,477 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "56f41a66", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.62, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:02,477 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "56f41a66", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.19, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:02,653 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:02,654 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "33448af9", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.17, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:02,655 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "33448af9", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 5.92, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:02,827 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:02,828 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "f73c0b8a", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.57, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:02,829 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "f73c0b8a", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.68, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:03,003 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:03,004 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "7b065e78", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.49, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:03,005 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "7b065e78", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.57, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:03,181 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:03,182 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "09a45bd2", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 6.09, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:03,183 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "09a45bd2", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 7.22, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:03,356 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:03,357 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "73f8cd09", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 5.77, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:03,358 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "73f8cd09", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 6.38, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:03,531 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
2026-03-14 22:04:03,531 | ERROR | tennislegacy | {"event": "http_exception", "request_id": "253fc234", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "detail": "Erro ao processar ponto.", "reason": "Erro ao processar ponto.", "duration_ms": 4.72, "save_ativo": "alexandre_paiva"}
2026-03-14 22:04:03,532 | WARNING | tennislegacy | {"event": "request_complete", "request_id": "253fc234", "method": "POST", "path": "/api/partida/ponto", "query": "", "status_code": 500, "duration_ms": 5.3, "save_ativo": "alexandre_paiva", "outcome": "error"}
2026-03-14 22:04:03,706 | ERROR | tennislegacy | {"event": "erro_ao_jogar_ponto", "reason": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "error_type": "TypeError", "error": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "root_cause_type": "TypeError", "root_cause": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "cause_chain": [{"type": "TypeError", "message": "ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'"}], "traceback": "Traceback (most recent call last):\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/partida.py\", line 77, in ponto\n    runtime = obter_match_runtime(body.partida_id)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 1017, in obter_match_runtime\n    runtime = MatchRuntime.from_snapshot(payload)\n  File \"/home/alexandre-paiva/Documentos/estudos/tennislegacy/api/routes/_match_runtime.py\", line 346, in from_snapshot\n    runtime.contexto_partida = ContextoPartida(\n                               ~~~~~~~~~~~~~~~^\n        **payload.get(\"contexto_partida\", {})\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\nTypeError: ContextoPartida.__init__() got an unexpected keyword argument 'mentalidade'", "partida_id": "338f1e52e5064f188f1d743389680702", "causa_provavel": "Runtime de partida pode ter sido perdido ap\u00f3s restart do servidor."}
